ID,TEA Random
855,TEA Coventry City - England
856,TEA Coventry City reserves
857,TEA Coventry City youth team
858,TEA Coventry reserves
859,TEA Coventry youth team
860,TEA Cowdenbeath - Scotland
861,TEA Cowdenbeath reserves
862,TEA Cowdenbeath youth team
863,TEA CP Merida - Spain
864,TEA CR Belouizda - Algeria
865,TEA CR Belouizdad - Algeria
866,TEA Cracovia - Poland
867,TEA Cracovia Krakow - Poland
868,TEA Craiova - Romania
869,TEA Crawley Town - England
870,TEA Cremonese - Italy
871,TEA Cremonese reserves
872,TEA Cremonese youth team
873,TEA Creteil - France
874,TEA Crewe - England
875,TEA Crewe Alexandra - England
876,TEA Croatia Zagreb - Croatia
877,TEA Crotone - Italy
878,TEA Crusaders - N Ireland
879,TEA Crusaders reserves
880,TEA Crusaders youth team
881,TEA Cruz Azul - Mexico
882,TEA Cruz Azul reserves
883,TEA Cruz Azul youth team
884,TEA Cruzeiro - Brazil
885,TEA Crvena Zvezda - Serbia
886,TEA Crvena Zvezda reserves
887,TEA Crvena Zvezda youth team
888,TEA Crystal Palace - England
889,TEA Crystal Palace reserves
890,TEA Crystal Palace youth team
891,TEA CS Hammam - Tunisia
892,TEA CS Hammam LF - Tunisia
893,TEA CS Sfaxien - Tunisia
894,TEA CSCA - Moldova
895,TEA CSCA Chisinau - Moldova
896,TEA Csepel - Hungary
897,TEA CSKA Moscow - Russia
898,TEA CSKA Moscow reserves
899,TEA CSKA Moscow youth team
900,TEA CSKA Sofia - Bulgaria
901,TEA CSKA Sofia reserves
902,TEA CSKA Sofia youth team
903,TEA Cucuta - Columbia
904,TEA Cucuta Deportivo - Columbia
905,TEA Cukaricki - Serbia
906,TEA Cwmbran - Wales
907,TEA Cwmbran Town - Wales
908,TEA D Bender - Moldova
909,TEA D Bucharest - Romania
910,TEA D Bucharest reserves
911,TEA D Bucharest youth team
912,TEA D Chaves - Portugal
913,TEA D Chisnau - Moldova
914,TEA D Concepcion - Chile
915,TEA D Force - Trinidad
916,TEA D Moscow - Russia
917,TEA D Moscow reserves
918,TEA D Moscow youth team
919,TEA D Saprissa - Costa Rica
920,TEA D Tblisi - Georgia
921,TEA D Wanda - China
922,TEA D Zagreb - Croatia
923,TEA D Zagreb reserves
924,TEA D Zagreb youth team
925,TEA d'Akonalinga - Cameroon
926,TEA Dacia - Romania
927,TEA Dacia Chisnau - Moldova
928,TEA Dacia Mioveni - Romania
929,TEA Daegu - South Korea
930,TEA Daegu FC - South Korea
931,TEA Daejeon - South Korea
932,TEA Daejeon Citizen - South Korea
933,TEA Dagenham & Redbridge - England
934,TEA Dagenham - England
935,TEA Dakar - Senegal
936,TEA Dalian Shide - China
937,TEA Dalian Wanda - China
938,TEA Dalian Yifang - China
939,TEA Dalian Yifang reserves
940,TEA Dalian Yifang youth team
941,TEA Daloa - Ivory Coast
942,TEA Danubio - Uruguay
943,TEA Darlington - England
944,TEA Darlington 1883 - England
945,TEA Darmstadt - Germany
946,TEA Darmstadt 98 - Germany
947,TEA Daugava - Latvia
948,TEA Daugava Daugavpils - Latvia
949,TEA DC United - America
950,TEA DC United reserves
951,TEA DC United youth team
952,TEA de Buea - Cameroon
953,TEA De Graafschap - Holland
954,TEA de Kenitra - Morocco
955,TEA Debrecen - Hungary
956,TEA Debrecen VSC - Hungary
957,TEA Defence Force - Trinidad
958,TEA Defensor - Uruguay
959,TEA Dender - Belgium
960,TEA Denguele - Ivory Coast
961,TEA Denguele Sport - Ivory Coast
962,TEA Denizlispor - Turkey
963,TEA Dep Cali - Columbia
964,TEA Dep Huila - Angola
965,TEA Dep Pasto - Columbia
966,TEA Dep Pereira - Columbia
967,TEA Deportes Concepcion - Chile
968,TEA Deportes La Serena - Chile
969,TEA Deportes Pereira - Columbia
970,TEA Deportes Quindio - Columbia
971,TEA Deportes Tolima - Columbia
972,TEA Deportivo - Spain
973,TEA Deportivo Alaves - Spain
974,TEA Deportivo Alaves reserves
975,TEA Deportivo Alaves youth team
976,TEA Deportivo Cali - Columbia
977,TEA Deportivo La Coruna - Spain
978,TEA Deportivo La Coruna reserves
979,TEA Deportivo La Coruna youth team
980,TEA Deportivo Municipal - Peru
981,TEA Deportivo Pasto - Columbia
982,TEA Deportivo reserves
983,TEA Deportivo Saprissa - Costa Rica
984,TEA Deportivo Tenerife - Spain
985,TEA Deportivo Tenerife reserves
986,TEA Deportivo Tenerife youth team
987,TEA Deportivo youth team
988,TEA Derby - England
989,TEA Derby County - England
990,TEA Derby County reserves
991,TEA Derby County youth team
992,TEA Derby reserves
993,TEA Derby youth team
994,TEA Derry City - Irish Rep
995,TEA Desportivo Aves - Portugal
996,TEA Desportivo Chaves - Portugal
997,TEA Desportivo Huila - Angola
998,TEA Destroyers - Bolivia
999,TEA Devereux - Liberia
1000,TEA DH El Jaddida - Morocco
1001,TEA Diaraf - Senegal
1002,TEA Dijon - France
1003,TEA Dila Gori - Georgia
1004,TEA Dina - Egypt
1005,TEA Dinaburg - Latvia
1006,TEA Dinaburg Daugavpils - Latvia
1007,TEA Dinamo Bender - Moldova
1008,TEA Dinamo Bucharest - Romania
1009,TEA Dinamo Bucharest reserves
1010,TEA Dinamo Bucharest youth team
1011,TEA Dinamo Minsk - Belarus
1012,TEA Dinamo Minsk reserves
1013,TEA Dinamo Minsk youth team
1014,TEA Dinamo Tblisi - Georgia
1015,TEA Dinamo Tirana - Albania
1016,TEA Dinamo Tirana reserves
1017,TEA Dinamo Tirana youth team
1018,TEA Dinamo Zagreb - Croatia
1019,TEA Dinamo Zagreb reserves
1020,TEA Dinamo Zagreb youth team
1021,TEA Diosgyor - Hungary
1022,TEA Diosgyori-BFC - Hungary
1023,TEA Djoliba - Nigeria
1024,TEA Djurgardens - Sweden
1025,TEA Djurgardens reserves
1026,TEA Djurgardens youth team
1027,TEA Dnepr - Belarus
1028,TEA Dnepr-Transmash - Belarus
1029,TEA Dnipro - Ukraine
1030,TEA Doboj - Bosnia
1031,TEA Doncaster - England
1032,TEA Doncaster Rovers - England
1033,TEA Donegal - N Ireland
1034,TEA Donegal Celtic - N Ireland
1035,TEA Dorados - Mexico
1036,TEA Dorados de Sinaloa - Mexico
1037,TEA Dordrecht - Holland
1038,TEA Dortmund - Germany
1039,TEA Dortmund reserves
1040,TEA Dortmund youth team
1041,TEA Douane - Senegal
1042,TEA Dover Athletic - England
1043,TEA Dr Congo - Cameroon
1044,TEA Drava - Slovenia
1045,TEA Dresden - Germany
1046,TEA Dresden reserves
1047,TEA Dresden youth team
1048,TEA Drogheda United - Irish Rep
1049,TEA Drogheda Utd - Irish Rep
1050,TEA Droylsden - England
1051,TEA DUC - Senegal
1052,TEA Duisburg - Germany
1053,TEA Duisburg reserves
1054,TEA Duisburg youth team
1055,TEA Dukla Banska Bystrica - Slovakia
1056,TEA Dumbarton - Scotland
1057,TEA Dundalk - Irish Rep
1058,TEA Dundee - Scotland
1059,TEA Dundee reserves
1060,TEA Dundee United - Scotland
1061,TEA Dundee United reserves
1062,TEA Dundee United youth team
1063,TEA Dundee Utd - Scotland
1064,TEA Dundee Utd reserves
1065,TEA Dundee Utd youth team
1066,TEA Dundee youth team
1067,TEA Dunfermline - Scotland
1068,TEA Dungannon - N Ireland
1069,TEA Dungannon Swifts - N Ireland
1070,TEA Dunkerque - France
1071,TEA Dusseldorf - Germany
1072,TEA Dusseldorf reserves
1073,TEA Dusseldorf youth team
1074,TEA Dynamo Batumi - Georgia
1075,TEA Dynamo Bryansk - Russia
1076,TEA Dynamo Ceske Budejovice - Czech Rep
1077,TEA Dynamo Dresden - Germany
1078,TEA Dynamo Dresden reserves
1079,TEA Dynamo Dresden youth team
1080,TEA Dynamo Kiev - Ukraine
1081,TEA Dynamo Kiev reserves
1082,TEA Dynamo Kiev youth team
1083,TEA Dynamo Moscow - Russia
1084,TEA Dynamo Moscow reserves
1085,TEA Dynamo Moscow youth team
1086,TEA Dynamos - South Africa
1087,TEA Dynamos - Zimbabwe
1088,TEA Dyskobolia - Poland
1089,TEA Dyskobolia Grodzisk - Poland
1090,TEA E Ahvaz - Iran
1091,TEA E Cottbus - Germany
1092,TEA E de Guider - Cameroon
1093,TEA E Lions - Zimbabwe
1094,TEA E Stars - Guinea
1095,TEA E Stirling - Scotland
1096,TEA E Trier - Germany
1097,TEA E.Cluj - Romania
1098,TEA E.Cluj reserves
1099,TEA E.Cluj youth team
1100,TEA Eagle Cement - Nigeria
1101,TEA East Fife - Scotland
1102,TEA East Fife reserves
1103,TEA East Fife youth team
1104,TEA East Stirling - Scotland
1105,TEA Eastbourne - England
1106,TEA Eastbourne Borough - England
1107,TEA Eastern Lions - Zimbabwe
1108,TEA Eastern Stars - Guinea
1109,TEA Ebbsfleet - England
1110,TEA Ebbsfleet United - England
1111,TEA Ebbw Vale - Wales
1112,TEA Ebeblyin - Guinea
1113,TEA Edinburgh City - Scotland
1114,TEA Edinburgh City reserves
1115,TEA Edinburgh City youth team
1116,TEA Eendracht - Belgium
1117,TEA Eendracht Aalst - Belgium
1118,TEA Egaleo - Greece
1119,TEA EGS Gafsa - Tunisia
1120,TEA Eibar - Spain
1121,TEA Eindhoven - Holland
1122,TEA Eindhoven VV - Holland
1123,TEA Eintracht - Germany
1124,TEA Eintracht Frankfurt - Germany
1125,TEA Eintracht Frankfurt reserves
1126,TEA Eintracht Frankfurt youth team
1127,TEA Eintracht reserves
1128,TEA Eintracht Trier - Germany
1129,TEA Eintracht youth team
1130,TEA El Jaddida - Morocco
1131,TEA Elbasani - Albania
1132,TEA Elche - Spain
1133,TEA Eleysina - Greece
1134,TEA Elfsborg - Holland
1135,TEA Elfsborg - Sweden
1136,TEA Elfsborg reserves
1137,TEA Elfsborg youth team
1138,TEA Elgin City - Scotland
1139,TEA Elista - Russia
1140,TEA Emenn - Holland
1141,TEA Empoli - Italy
1142,TEA Empoli reserves
1143,TEA Empoli youth team
1144,TEA Enburg - Sweden
1145,TEA Energie Cottbus - Germany
1146,TEA ENPPI - Egypt
1147,TEA Entella - Italy
1148,TEA Entella reserves
1149,TEA Entella youth team
1150,TEA Enugu - Nigeria
1151,TEA Enugu Rangers - Nigeria
1152,TEA Envigado - Columbia
1153,TEA Enyimba - Nigeria
1154,TEA Ergotelis - Greece
1155,TEA ES Bingerville - Ivory Coast
1156,TEA ES Setif - Algeria
1157,TEA ES Zarzis - Tunisia
1158,TEA Esbjerg - Denmark
1159,TEA Esbjerg fB - Denmark
1160,TEA Esdag Tartu - Estonia
1161,TEA Espanola - Chile
1162,TEA Espanyol - Spain
1163,TEA Espanyol reserves
1164,TEA Espanyol youth team
1165,TEA Esperance - Tunisia
1166,TEA Esperance de Guider - Cameroon
1167,TEA Esperance de Tunis - Tunisia
1168,TEA Espinho - Portugal
1169,TEA Esteghlal - Iran
1170,TEA Esteghlal Ahvaz - Iran
1171,TEA Estoril Praia - Portugal
1172,TEA Estrela Amadora - Portugal
1173,TEA Estudiantes - Argentina
1174,TEA Estudiantes reserves
1175,TEA Estudiantes youth team
1176,TEA Ethnikos - Greece
1177,TEA Etoile Sahel - Tunisia
1178,TEA Everton - England
1179,TEA Everton reserves
1180,TEA Everton youth team
1181,TEA Excelsior - Holland
1182,TEA Excelsior Mouscron - Belgium
1183,TEA Excelsior reserves
1184,TEA Excelsior youth team
1185,TEA Exeter City - England
1186,TEA Exeter City reserves
1187,TEA Exeter City youth team
1188,TEA Extremadura - Spain
1189,TEA F Andria - Italy
1190,TEA F de Baham - Cameroon
1191,TEA F Feyenoord - Ghana
1192,TEA F Rangers - Zambia
1193,TEA F Sittard - Holland
1194,TEA F Sittard reserves
1195,TEA F Sittard youth team
1196,TEA F Tallinn - Estonia
1197,TEA Fajr-Sepasi - Iran
1198,TEA Falkirk - Scotland
1199,TEA Falkirk reserves
1200,TEA Falkirk youth team
1201,TEA Famalicao - Portugal
1202,TEA Famalicao reserves
1203,TEA Famalicao youth team
1204,TEA FAR Rabat - Morocco
1205,TEA Farense - Portugal
1206,TEA Farsley - England
1207,TEA Farsley Celtic - England
1208,TEA Farul - Romania
1209,TEA Farul Constanta - Romania
1210,TEA FC Aarau - Switzerland
1211,TEA FC Artmedia - Slovakia
1212,TEA FC Artmedia Bratislava - Slovakia
1213,TEA FC Artmedia Bratislava reserves
1214,TEA FC Artmedia Bratislava youth team
1215,TEA FC Artmedia reserves
1216,TEA FC Artmedia youth team
1217,TEA FC Aue - Germany
1218,TEA FC Basel - Switzerland
1219,TEA FC Basel reserves
1220,TEA FC Basel youth team
1221,TEA FC Brno - Czech Rep
1222,TEA FC Brussels - Belgium
1223,TEA FC Chambly - France
1224,TEA FC Cincinnati - America
1225,TEA FC Cincinnati reserves
1226,TEA FC Cincinnati youth team
1227,TEA FC Cologne - Germany
1228,TEA FC Copenhagen - Denmark
1229,TEA FC Copenhagen reserves
1230,TEA FC Copenhagen youth team
1231,TEA FC Dallas - America
1232,TEA FC Dallas reserves
1233,TEA FC Dallas youth team
1234,TEA FC Den Bosch - Holland
1235,TEA FC Dordrecht - Holland
1236,TEA FC Groningen - Holland
1237,TEA FC Groningen reserves
1238,TEA FC Groningen youth team
1239,TEA FC Haka - Finland
1240,TEA FC Honka - Finland
1241,TEA FC Ingolstadt 04 - Germany
1242,TEA FC International Lion Ngoma - Cameroon
1243,TEA FC Kharkiv - Ukraine
1244,TEA FC Khimki - Russia
1245,TEA FC Koln - Germany
1246,TEA FC Koln reserves
1247,TEA FC Koln youth team
1248,TEA FC KooTeePee - Finland
1249,TEA FC Krasnodar - Russia
1250,TEA FC Krasnodar reserves
1251,TEA FC Krasnodar youth team
1252,TEA FC Kuressare - Estonia
1253,TEA FC Lahti - Finland
1254,TEA FC Lahti reserves
1255,TEA FC Lahti youth team
1256,TEA FC Levadia Tallinn - Estonia
1257,TEA FC Lisse - Holland
1258,TEA FC Luzern - Switzerland
1259,TEA FC Maia - Portugal
1260,TEA FC Martigues - France
1261,TEA FC Midtjylland - Denmark
1262,TEA FC Midtjylland reserves
1263,TEA FC Midtjylland youth team
1264,TEA FC Moskow - Russia
1265,TEA FC Nitra - Slovakia
1266,TEA FC Nordjylland - Denmark
1267,TEA FC Nurnberg - Germany
1268,TEA FC Nurnberg reserves
1269,TEA FC Nurnberg youth team
1270,TEA FC Porto - Portugal
1271,TEA FC Porto reserves
1272,TEA FC Porto youth team
1273,TEA FC Remscheid - Germany
1274,TEA FC Rostov - Russia
1275,TEA FC Rostov reserves
1276,TEA FC Rostov youth team
1277,TEA FC Schalke - Germany
1278,TEA FC Schalke reserves
1279,TEA FC Schalke youth team
1280,TEA FC Senec - Slovakia
1281,TEA FC Seoul - South Korea
1282,TEA FC Sion - Switzerland
1283,TEA FC SKA Rostov-on-Don - Russia
1284,TEA FC Sochaux - France
1285,TEA FC Sochaux reserves
1286,TEA FC Sochaux youth team
1287,TEA FC Tblisi - Georgia
1288,TEA FC Thun - Switzerland
1289,TEA FC Tiraspol - Moldova
1290,TEA FC Tokyo - Japan
1291,TEA FC Tokyo reserves
1292,TEA FC Tokyo youth team
1293,TEA FC Tskhinvali - Georgia
1294,TEA FC Twente - Holland
1295,TEA FC Twente reserves
1296,TEA FC Twente youth team
1297,TEA FC Ufa - Russia
1298,TEA FC Ural - Russia
1299,TEA FC Ural Sverdlovskaya Oblast - Russia
1300,TEA FC Utrecht - Holland
1301,TEA FC Utrecht reserves
1302,TEA FC Utrecht youth team
1303,TEA FC Vaslui - Romania
1304,TEA FC Viikingit - Finland
1305,TEA FC Vitosha - Bulgaria
1306,TEA FC Vitosha Bistrista - Bulgaria
1307,TEA FC Volendam - Holland
1308,TEA FC Volendam reserves
1309,TEA FC Volendam youth team
1310,TEA FC Vorskla Poltava - Ukraine
1311,TEA FC Vorskla Poltava reserves
1312,TEA FC Vorskla Poltava youth team
1313,TEA FC Zestafoni - Georgia
1314,TEA FC Zurich - Switzerland
1315,TEA FCV Dender - Belgium
1316,TEA Fehervar - Hungary
1317,TEA Fehervar FC - Hungary
1318,TEA Fehervar FC reserves
1319,TEA Fehervar FC youth team
1320,TEA Fehervar reserves
1321,TEA Fehervar youth team
1322,TEA Feirense - Portugal
1323,TEA Felgueiras - Portugal
1324,TEA Fenerbahce - Turkey
1325,TEA Fenerbahce reserves
1326,TEA Fenerbahce youth team
1327,TEA Fenix - Uruguay
1328,TEA Ferencvaros - Hungary
1329,TEA Ferencvaros reserves
1330,TEA Ferencvaros youth team
1331,TEA Fetteh Feyenoord - Ghana
1332,TEA Feyenoord - Holland
1333,TEA Feyenoord reserves
1334,TEA Feyenoord Rotterdam - Holland
1335,TEA Feyenoord Rotterdam reserves
1336,TEA Feyenoord Rotterdam youth team
1337,TEA Feyenoord youth team
1338,TEA FF Jaro - Finland
1339,TEA FF Jaro reserves
1340,TEA FF Jaro youth team
1341,TEA FH - Iceland
1342,TEA Fidelis Andria - Italy
1343,TEA Fierense - Portugal
1344,TEA Figueirense - Brazil
1345,TEA Finn Harps - Irish Rep
1346,TEA Fiorentina - Italy
1347,TEA Fiorentina reserves
1348,TEA Fiorentina youth team
1349,TEA FK Bacu - Latvia
1350,TEA FK Bodo - Norway
1351,TEA FK Borjomi - Georgia
1352,TEA FK Jablonec 97 - Czech Rep
1353,TEA FK Jurmala - Latvia
1354,TEA FK Milano - Macedonia
1355,TEA FK Mlada Boleslav - Czech Rep
1356,TEA FK Orel - Russia
1357,TEA FK Riga - Latvia
1358,TEA FK Rostov - Latvia
1359,TEA FK Rudar - Serbia
1360,TEA FK Rudar reserves
1361,TEA FK Rudar youth team
1362,TEA FK Sarajevo - Bosnia
1363,TEA FK Sarajevo reserves
1364,TEA FK Sarajevo youth team
1365,TEA FK Teplice - Czech Rep
1366,TEA FK Valmiera - Latvia
1367,TEA FK Ventspils - Latvia
1368,TEA FK Zemun - Serbia
1369,TEA FKB Kaunas - Latvia
1370,TEA Flamengo - Brazil
1371,TEA Flamengo reserves
1372,TEA Flamengo youth team
1373,TEA Flamurtari - Albania
1374,TEA Fleetwood - England
1375,TEA Fleetwood Town - England
1376,TEA Flora Tallinn - Estonia
1377,TEA Fluminese - Brazil
1378,TEA Flying Fox - Guinea
1379,TEA Foggia - Italy
1380,TEA Foolad - Iran
1381,TEA Forest Green - England
1382,TEA Forest Green Rovers - England
1383,TEA Forest Rangers - Zambia
1384,TEA Forfar - Scotland
1385,TEA Forfar Athletic - Scotland
1386,TEA Fort William - Scotland
1387,TEA Fortaleza - Brazil
1388,TEA Fortaleza reserves
1389,TEA Fortaleza youth team
1390,TEA Fortuna Dusseldorf - Germany
1391,TEA Fortuna Dusseldorf reserves
1392,TEA Fortuna Dusseldorf youth team
1393,TEA Fortuna Koln - Germany
1394,TEA Fortuna Koln reserves
1395,TEA Fortuna Koln youth team
1396,TEA Fortuna Sittard - Holland
1397,TEA Fortuna Sittard reserves
1398,TEA Fortuna Sittard youth team
1399,TEA Fovu de Baham - Cameroon
1400,TEA Fram - Iceland
1401,TEA Frankfurt - Germany
1402,TEA Frankfurt reserves
1403,TEA Frankfurt youth team
1404,TEA Fraserburgh - Scotland
1405,TEA Fredrikstad - Norway
1406,TEA Free State - South Africa
1407,TEA Free State Stars - South Africa
1408,TEA Fremad - Denmark
1409,TEA Frieburg - Germany
1410,TEA Frieburg reserves
1411,TEA Frieburg youth team
1412,TEA Frosinone - Italy
1413,TEA FSV Mainz - Germany
1414,TEA FSV Mainz reserves
1415,TEA FSV Mainz youth team
1416,TEA FSV Salmrohr - Germany
1417,TEA Fukuoki - Japan
1418,TEA Fulham - England
1419,TEA Fulham reserves
1420,TEA Fulham youth team
1421,TEA FUS Rabat - Morocco
1422,TEA Fylkir - Iceland
1423,TEA G Ambassador - Ghana
1424,TEA G Arrows - South Africa
1425,TEA G Evergrande - China
1426,TEA G Evergrande reserves
1427,TEA G Evergrande youth team
1428,TEA G Leczna - Poland
1429,TEA G Tblisi - Georgia
1430,TEA G Zabrze - Poland
1431,TEA G Zabrze reserves
1432,TEA G Zabrze youth team
1433,TEA Gabros - Nigeria
1434,TEA GAE - Holland
1435,TEA GAE reserves
1436,TEA GAE youth team
1437,TEA GAIS - Sweden
1438,TEA Galatasaray - Turkey
1439,TEA Galatasaray reserves
1440,TEA Galatasaray youth team
1441,TEA Galway United - Irish Rep
1442,TEA Galway Utd - Irish Rep
1443,TEA Gamba Osaka - Japan
1444,TEA Gamba Osaka reserves
1445,TEA Gamba Osaka youth team
1446,TEA Gateshead - England
1447,TEA Gazelec - France
1448,TEA Gazelec Ajaccio - France
1449,TEA Gazianstep - Turkey
1450,TEA Gazianstep FK - Turkey
1451,TEA Gaziantespor - Turkey
1452,TEA Gazszer - Hungary
1453,TEA Gbarnga - Liberia
1454,TEA Gedi & Son - Liberia
1455,TEA Gefle IF - Sweden
1456,TEA Gele Hills - Guinea
1457,TEA Gele Hills United - Guinea
1458,TEA Genc`gi - Turkey
1459,TEA Genclerbirligi - Turkey
1460,TEA General Caballero - Paraguay
1461,TEA Genk - Belgium
1462,TEA Genk reserves
1463,TEA Genk youth team
1464,TEA Genoa - Italy
1465,TEA Genoa reserves
1466,TEA Genoa youth team
1467,TEA Gent - Belgium
1468,TEA Gent reserves
1469,TEA Gent youth team
1470,TEA Germinal Beerschot - Belgium
1471,TEA Getafe - Spain
1472,TEA Getafe reserves
1473,TEA Getafe youth team
1474,TEA GFC - Senegal
1475,TEA Ghazi - Egypt
1476,TEA Ghazi Al-Mehalla - Egypt
1477,TEA GIF Sundsvall - Sweden
1478,TEA Gil Vicente - Portugal
1479,TEA Gillingham - England
1480,TEA Gillingham reserves
1481,TEA Gillingham youth team
1482,TEA Gimnastic de Tarragona - Spain
1483,TEA Girona - Spain
1484,TEA Girvan - Scotland
1485,TEA GKS - Poland
1486,TEA GKS Belchatow - Poland
1487,TEA Glasgow Rangers - Scotland
1488,TEA Glasgow Rangers reserves
1489,TEA Glasgow Rangers youth team
1490,TEA Glenavon - N Ireland
1491,TEA Glentoran - N Ireland
1492,TEA Glentoran reserves
1493,TEA Glentoran youth team
1494,TEA Gloria Bistrita - Romania
1495,TEA Gloria Buzau - Romania
1496,TEA Gloucester - England
1497,TEA Gloucester City - England
1498,TEA Go Ahead Eagles - Holland
1499,TEA Go Ahead Eagles reserves
1500,TEA Go Ahead Eagles youth team
1501,TEA Goias - Brazil
1502,TEA Goias reserves
1503,TEA Goias youth team
1504,TEA Golden Arrows - South Africa
1505,TEA Goldfield - Ghana
1506,TEA Gombe United - Nigeria
1507,TEA Gombe Utd - Nigeria
1508,TEA Gondomar - Portugal
1509,TEA Gorda - Georgia
1510,TEA Goree - Senegal
1511,TEA Gorica - Slovenia
1512,TEA Gornik Leczna - Poland
1513,TEA Gornik Zabrze - Poland
1514,TEA Gornik Zabrze reserves
1515,TEA Gornik Zabrze youth team
1516,TEA Gothenburg - Sweden
1517,TEA Gothenburg reserves
1518,TEA Gothenburg youth team
1519,TEA Goztepe - Turkey
1520,TEA Graafschap - Holland
1521,TEA Grampus 8 - Japan
1522,TEA Grampus Eight - Japan
1523,TEA Granada - Spain
1524,TEA Granada reserves
1525,TEA Granada youth team
1526,TEA Grasshoppers - Switzerland
1527,TEA Grasshoppers reserves
1528,TEA Grasshoppers youth team
1529,TEA Grays Athletic - England
1530,TEA Grays Atl - England
1531,TEA Grazer AK - Austria
1532,TEA Green Buffaloes - Zambia
1533,TEA Greenock Morton - Scotland
1534,TEA Greenock Morton reserves
1535,TEA Greenock Morton youth team
1536,TEA Gremio - Brazil
1537,TEA Gremio reserves
1538,TEA Gremio youth team
1539,TEA Grenoble - France
1540,TEA Grenoble reserves
1541,TEA Grenoble youth team
1542,TEA Gretna - Scotland
1543,TEA Greuther - Germany
1544,TEA Greuther Furth - Germany
1545,TEA Greuther Furth reserves
1546,TEA Greuther Furth youth team
1547,TEA Greuther reserves
1548,TEA Greuther youth team
1549,TEA Grimsby - England
1550,TEA Grimsby Town - England
1551,TEA Grindavik - Iceland
1552,TEA Groningen - Holland
1553,TEA Groningen reserves
1554,TEA Groningen youth team
1555,TEA Guabira - Bolivia
1556,TEA Guadalajara - Mexico
1557,TEA Guandong - China
1558,TEA Guandong Southern Tigers - China
1559,TEA Guangzhou Evergrande - China
1560,TEA Guangzhou Evergrande reserves
1561,TEA Guangzhou Evergrande youth team
1562,TEA Guangzhou R&F - China
1563,TEA Guangzhou R&F reserves
1564,TEA Guangzhou R&F youth team
1565,TEA Guarani - Paraguay
1566,TEA Gubbio - Italy
1567,TEA Gueugnon - France
1568,TEA Guimaraes - Portugal
1569,TEA Guingamp - France
1570,TEA Guizhou Hengfeng - China
1571,TEA Guoji - China
1572,TEA Gutersloh - Germany
1573,TEA Gwangju - South Korea
1574,TEA Gwangju Sangmu - South Korea
1575,TEA Gyeongnam - South Korea
1576,TEA Gyor - Hungary
1577,TEA Gyori ETO FC - Hungary
1578,TEA H Admira - Latvia
1579,TEA H Dynamo - America
1580,TEA H Dynamo reserves
1581,TEA H Dynamo youth team
1582,TEA H Jianye - China
1583,TEA H Jianye reserves
1584,TEA H Jianye youth team
1585,TEA H Kiel - Germany
1586,TEA H'fordwest - Wales
1587,TEA H.O.O - Ghana
1588,TEA Haarlem - Holland
1589,TEA Hacken - Sweden
1590,TEA Haddington - Scotland
1591,TEA Haddington Athletic - Scotland
1592,TEA Hajduk Kula - Serbia
1593,TEA Hajduk Split - Croatia
1594,TEA Hajduk Split reserves
1595,TEA Hajduk Split youth team
1596,TEA Haladas - Hungary
1597,TEA Halifax Town - England
1598,TEA Halmstads - Sweden
1599,TEA Halmstads BK - Sweden
1600,TEA Hamburger SV - Germany
1601,TEA Hamburger SV reserves
1602,TEA Hamburger SV youth team
1603,TEA Hamilton - Scotland
1604,TEA Hamilton Academicals - Scotland
1605,TEA Hamilton Academicals reserves
1606,TEA Hamilton Academicals youth team
1607,TEA Hamilton reserves
1608,TEA Hamilton youth team
1609,TEA Hamkam - Norway
1610,TEA Hammarby - Sweden
1611,TEA Hammarby IF - Sweden
1612,TEA Hammarby IF reserves
1613,TEA Hammarby IF youth team
1614,TEA Hammarby reserves
1615,TEA Hammarby youth team
1616,TEA Hannover 96 - Germany
1617,TEA Hannover 96 reserves
1618,TEA Hannover 96 youth team
1619,TEA Hansa Rostock - Germany
1620,TEA Hapoel - Israel
1621,TEA Hapoel Beit - Israel
1622,TEA Hapoel Bnei Sakhnin - Israel
1623,TEA Hapoel Haifa - Israel
1624,TEA Hapoel Ironi Kiryat Shmona - Israel
1625,TEA Hapoel Kfar Saba - Israel
1626,TEA Hapoel KS - Israel
1627,TEA Hapoel Tel Aviv - Israel
1628,TEA Harbel - Liberia
1629,TEA Harbour View - Jamaica
1630,TEA Harelbeke - Belgium
1631,TEA Harrogate - England
1632,TEA Hartlepool - England
1633,TEA Hartlepool United - England
1634,TEA Hasaacas - Ghana
1635,TEA Haugesund - Norway
1636,TEA Haverfordwest County - Wales
1637,TEA Hayes & Yeading - England
1638,TEA Hayes - England
1639,TEA Hazard - Jamaica
1640,TEA Heart of Midlothian - Scotland
1641,TEA Heart of Midlothian reserves
1642,TEA Heart of Midlothian youth team
1643,TEA Heartland FC - Nigeria
1644,TEA Hearts - Scotland
1645,TEA Hearts of Oak - Ghana
1646,TEA Hearts reserves
1647,TEA Hearts youth team
1648,TEA Hebei China Fortune - China
1649,TEA Hebei China Fortune reserves
1650,TEA Hebei China Fortune youth team
1651,TEA Hebei Fortune - China
1652,TEA Hebei Fortune reserves
1653,TEA Hebei Fortune youth team
1654,TEA Heerenveen - Holland
1655,TEA Hellas Verona - Italy
1656,TEA Hellas Verona reserves
1657,TEA Hellas Verona youth team
1658,TEA Hellenic - South Africa
1659,TEA Helmond - Holland
1660,TEA Helmond Sport - Holland
1661,TEA Helsingborgs - Sweden
1662,TEA Helsingborgs IF - Sweden
